Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Ccy,URL,proposal_id,Funding category,challenge_id,Rating,No. Assessments
Fund09,AdaQuest DCrawler Vertical Slice,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0tc,4.8,390,60679579,0,112319432,-51639853,NO,164000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419463-48088,419463,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,AEROS Universal AirMile BasedOn ADA,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Rc,4.8,335,48230326,0,38129952,10100374,YES,75000,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421537-48088,421537,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,Cardano loyalty systems for Dapps,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0lK,4.8,330,50218289,0,111762602,-61544313,NO,63000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418958-48088,418958,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,CARDANO TV (24hs Live) Corporate TV,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0xs,4.8,410,59728697,0,110922298,-51193601,NO,49600,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419723-48088,419723,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,DAPP FOR TECH REPAIR (REPAIR ME),"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0V8,4.8,332,39637439,0,40233562,-596123,NO,45500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418092-48088,418092,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,Harvesting AirWater for Agriculture,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB1bU,4.8,486,86929072,0,19263701,67665371,YES,11000,FUNDED,89207,,USD,https://cardano.ideascale.com/a/dtd/422079-48088,422079,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.8,5
Fund09,Impact lending for the unbanked,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzXH,4.8,543,227903244,0,42215527,185687717,YES,63600,FUNDED,6445800,,USD,https://cardano.ideascale.com/a/dtd/414441-48088,414441,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,MCA: A Model School in SA - Part II,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0hC,4.8,443,87362470,0,26449124,60913346,YES,60000,FUNDED,94065,,USD,https://cardano.ideascale.com/a/dtd/418706-48088,418706,"F9: Grow Africa, Grow Cardano",26600,4.8,5
Fund09,MLabs - Cardano DApp Schemas,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Oy,4.8,560,183450857,0,31153101,152297756,YES,115200,FUNDED,5574500,,USD,https://cardano.ideascale.com/a/dtd/421376-48088,421376,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,Onboarded companies playbook,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZB1Sl,4.8,676,117519461,0,24699816,92819645,YES,13500,FUNDED,321643,,USD,https://cardano.ideascale.com/a/dtd/421607-48088,421607,F9: Legal & Financial Implementations,26596,4.8,5
Fund09,PRISM credentials for the web,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB05b,4.8,469,72130305,0,100369189,-28238884,NO,49600,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420194-48088,420194,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,Recognize Impact through DIDs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzV4,4.8,503,192861454,0,112506681,80354773,YES,68967,FUNDED,4184328,,USD,https://cardano.ideascale.com/a/dtd/414367-48088,414367,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,RootsWallet - iPhone version,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0sF,4.8,401,76291224,0,36144001,40147223,YES,24000,FUNDED,1709828,,USD,https://cardano.ideascale.com/a/dtd/419380-48088,419380,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,Scoring Social/Environmental Impact,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB0Xv,4.8,564,189875823,0,24863433,165012390,YES,48400,FUNDED,151600,,USD,https://cardano.ideascale.com/a/dtd/418201-48088,418201,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.8,5
Fund09,STUDENTS TAKING THE PLUTUS PLB,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB0F0,4.8,577,130240289,0,15897006,114343283,YES,10120,FUNDED,141480,,USD,https://cardano.ideascale.com/a/dtd/417108-48088,417108,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.8,5
Fund09,TADAStake - A Distribution Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0iq,4.8,358,39573109,0,117991399,-78418290,NO,168000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418806-48088,418806,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,There's no We without Me,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1CJ,4.8,384,69987205,0,120123721,-50136516,NO,223749,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420604-48088,420604,"F9: Dapps, Products & Integrations",26595,4.8,5
Fund09,Catalyst School Fund 10 Operations,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1hE,4.79,459,62254086,0,23521997,38732089,YES,9250,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422429-48088,422429,F9: Developer Ecosystem,26597,4.79,14
Fund09,dRep Interview Channel,dRep improvement and onboarding,https://app.ideascale.com/t/UM5UZB1R1,4.79,393,79105855,0,11252385,67853470,YES,16800,FUNDED,9540,,USD,https://cardano.ideascale.com/a/dtd/421562-48088,421562,F9: dRep improvement and onboarding,26601,4.79,11
Fund09,Cardano NO MORE Plastic Straws |C4O,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzW4,4.79,395,42295927,0,122063744,-79767817,NO,86708,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414428-48088,414428,"F9: Dapps, Products & Integrations",26595,4.79,8
Fund09,Cardano Rent DApp,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1D9,4.79,422,52774875,0,109722614,-56947739,NO,66570,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420716-48088,420716,"F9: Dapps, Products & Integrations",26595,4.79,8
Fund09,Cross-Chain Fake NFT Protection,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBzSl,4.79,1876,286543869,0,23079487,263464382,YES,51250,FUNDED,229550,,USD,https://cardano.ideascale.com/a/dtd/414165-48088,414165,F9: The Great Migration (from Ethereum),26593,4.79,8
Fund09,Flutter SDK,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1VP,4.79,613,134434358,0,19469945,114964413,YES,15000,FUNDED,315520,,USD,https://cardano.ideascale.com/a/dtd/421769-48088,421769,F9: Developer Ecosystem,26597,4.79,8
Fund09,Launching Landano on Mainnet,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Q7,4.79,495,119552745,0,111868111,7684634,NO,236000,NOT FUNDED,7171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421507-48088,421507,"F9: Dapps, Products & Integrations",26595,4.79,8
Fund09,Fiat Payments for NFTs - Revelar,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0lt,4.78,394,45358465,0,116822645,-71464180,NO,162400,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418992-48088,418992,"F9: Dapps, Products & Integrations",26595,4.78,9
Fund09,Golang SDK to Build Health App,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1gB,4.78,396,79811955,0,24326943,55485012,YES,7500,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422365-48088,422365,F9: Developer Ecosystem,26597,4.78,9
Fund09,C64 Wallet - Extension Tool,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0AS,4.78,299,44072264,0,113318524,-69246260,NO,86000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416770-48088,416770,"F9: Dapps, Products & Integrations",26595,4.78,6
Fund09,Cardano Beam - GPS based Assets,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Ye,4.78,364,61752633,0,107037078,-45284445,NO,155918,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418245-48088,418245,"F9: Dapps, Products & Integrations",26595,4.78,6
Fund09,Education impact and monetization,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB05x,4.78,375,80292632,0,4997422,75295210,YES,21273,FUNDED,100207,,USD,https://cardano.ideascale.com/a/dtd/420216-48088,420216,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.78,6
Fund09,Governance Services Guild tools,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB04C,4.78,627,113876126,0,13590164,100285962,YES,37600,FUNDED,216080,,USD,https://cardano.ideascale.com/a/dtd/420109-48088,420109,F9: DAOs <3 Cardano,26594,4.78,6
Fund09,RemoStart: Africa Job Shadowing,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1cD,4.78,412,98156581,0,27812440,70344141,YES,40000,FUNDED,154065,,USD,https://cardano.ideascale.com/a/dtd/422123-48088,422123,"F9: Grow Africa, Grow Cardano",26600,4.78,6
Fund09,Rythmeet:P2P music network platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzjx,4.78,331,43587978,0,109572828,-65984850,NO,73000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415153-48088,415153,"F9: Dapps, Products & Integrations",26595,4.78,6
Fund09,Ubuntu Informal Biz Reg& Accounting,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0jT,4.78,306,36339579,0,42721277,-6381698,NO,89850,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418845-48088,418845,"F9: Dapps, Products & Integrations",26595,4.78,6
Fund09,Nurturing Roots in Africa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0Yq,4.76,556,100268829,0,27753730,72515099,YES,55000,FUNDED,194065,,USD,https://cardano.ideascale.com/a/dtd/418257-48088,418257,"F9: Grow Africa, Grow Cardano",26600,4.76,33
Fund09,Cardano Community Center Cape Town,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBz6k,4.76,677,134221529,0,28736832,105484697,YES,100000,FUNDED,300000,,USD,https://cardano.ideascale.com/a/dtd/416543-48088,416543,"F9: Grow Africa, Grow Cardano",26600,4.76,24
Fund09,Boosting Cardano In South Africa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0ze,4.76,518,98196116,0,25502077,72694039,YES,27410,FUNDED,249065,,USD,https://cardano.ideascale.com/a/dtd/419831-48088,419831,"F9: Grow Africa, Grow Cardano",26600,4.76,21
Fund09,MeetProposer-Bright Up Dev's Ideas,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB08t,4.76,328,47332995,0,26498333,20834662,YES,49892,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420395-48088,420395,F9: Developer Ecosystem,26597,4.76,14
Fund09,Keeping Up with Cardano: 100 videos,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0EQ,4.76,458,65389148,0,29535526,35853622,YES,39300,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417012-48088,417012,F9: Developer Ecosystem,26597,4.76,11
Fund09,Blockchain Surveys for DAOs & More,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB0Sm,4.76,623,123898264,0,10282350,113615914,YES,34560,FUNDED,429780,,USD,https://cardano.ideascale.com/a/dtd/417887-48088,417887,F9: DAOs <3 Cardano,26594,4.76,7
Fund09,Dolos: Cardano “Data Node”,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1f4,4.76,612,129206023,0,22608188,106597835,YES,75680,FUNDED,163760,,USD,https://cardano.ideascale.com/a/dtd/422358-48088,422358,F9: Developer Ecosystem,26597,4.76,7
Fund09,MLabs - Apropos for Property Tests,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzRS,4.76,513,179583123,0,20774965,158808158,YES,62400,FUNDED,576120,,USD,https://cardano.ideascale.com/a/dtd/414086-48088,414086,F9: Developer Ecosystem,26597,4.76,7
Fund09,Transaction Editor Hardware wallet,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB04p,4.76,367,79453780,0,18927949,60525831,YES,10500,FUNDED,780,,USD,https://cardano.ideascale.com/a/dtd/420147-48088,420147,F9: Developer Ecosystem,26597,4.76,7
Fund09,Eastern Town Hall Team Operation,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0IX,4.75,393,129535609,0,32673444,96862165,YES,22500,FUNDED,140038,,USD,https://cardano.ideascale.com/a/dtd/417263-48088,417263,"F9: Grow East Asia, Grow Cardano",26602,4.75,16
Fund09,Lotus Link: Eco-Farm Traceability,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1bg,4.75,402,81403888,0,31648452,49755436,YES,39600,NOT FUNDED,39561,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422090-48088,422090,"F9: Grow East Asia, Grow Cardano",26602,4.75,16
Fund09,Mediation Training & Certification,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZB1ia,4.75,616,93509175,0,28481602,65027573,YES,19948,FUNDED,50995,,USD,https://cardano.ideascale.com/a/dtd/422511-48088,422511,F9: Legal & Financial Implementations,26596,4.75,12
Fund09,Connecting Tabletop Games & Cardano,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB05d,4.75,367,112072849,0,41403699,70669150,YES,52500,FUNDED,3345328,,USD,https://cardano.ideascale.com/a/dtd/420196-48088,420196,"F9: Dapps, Products & Integrations",26595,4.75,4
Fund09,Trybbles NFT AR Pets Art & Assets,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1mh,4.75,310,44163151,0,114856194,-70693043,NO,98860,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422762-48088,422762,"F9: Dapps, Products & Integrations",26595,4.75,4
Fund09,Sequestering farming CO2 dApp,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzPg,4.74,302,43950442,0,104190635,-60240193,NO,33400,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/413977-48088,413977,"F9: Dapps, Products & Integrations",26595,4.74,9
Fund09,Supply chain transparency -FTs+NFTs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0t0,4.74,343,41963188,0,35304154,6659034,YES,40000,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419487-48088,419487,"F9: Dapps, Products & Integrations",26595,4.74,9
Fund09,NFT Game Marketplace Cross-Chain,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB1G7,4.73,488,85764387,0,25633573,60130814,YES,75000,FUNDED,551100,,USD,https://cardano.ideascale.com/a/dtd/420897-48088,420897,F9: Cross-Chain Collaboration,26598,4.73,11
Fund09,Opportunity Summit,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1La,4.73,275,80165532,0,6081600,74083932,YES,3950,FUNDED,276475,,USD,https://cardano.ideascale.com/a/dtd/421169-48088,421169,"F9: Grow Africa, Grow Cardano",26600,4.73,11
Fund09,Evescale Devs on Cardano,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB01p,4.73,386,88847842,0,20642420,68205422,YES,9800,FUNDED,635200,,USD,https://cardano.ideascale.com/a/dtd/419964-48088,419964,F9: Cross-Chain Collaboration,26598,4.73,10
Fund09,Algae Token a Sustainable Future,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB02l,4.73,393,64111252,0,23391037,40720215,YES,27950,FUNDED,31257,,USD,https://cardano.ideascale.com/a/dtd/420021-48088,420021,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.73,5
Fund09,Cardano & Catalyst data Web Embeds,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Tl,4.73,325,39505242,0,30772228,8733014,YES,14920,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417947-48088,417947,"F9: Dapps, Products & Integrations",26595,4.73,5
Fund09,Catalyst Research & Voter Tool,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Tt,4.73,372,131735838,0,22126322,109609516,YES,34560,FUNDED,4754515,,USD,https://cardano.ideascale.com/a/dtd/417955-48088,417955,"F9: Dapps, Products & Integrations",26595,4.73,5
Fund09,Earthtrust decentralized validation,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Lg,4.73,283,35184363,0,43907744,-8723381,NO,88000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421175-48088,421175,"F9: Dapps, Products & Integrations",26595,4.73,5
Fund09,EVM DAO Integration,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZB1iQ,4.73,1410,220123890,0,14084174,206039716,YES,95320,FUNDED,36630,,USD,https://cardano.ideascale.com/a/dtd/422502-48088,422502,F9: The Great Migration (from Ethereum),26593,4.73,5
Fund09,NFT Film Distribution Dapp&Showcase,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Od,4.73,311,42325728,0,114744704,-72418976,NO,149820,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421355-48088,421355,"F9: Dapps, Products & Integrations",26595,4.73,5
Fund09,Open Source NFT Analytics Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0T8,4.73,265,48779241,0,103835970,-55056729,NO,36800,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417970-48088,417970,"F9: Dapps, Products & Integrations",26595,4.73,5
Fund09,Smarthubs=more impact/adoption,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1j1,4.73,500,79347044,0,12428934,66918110,YES,28600,NOT FUNDED,6280,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422599-48088,422599,F9: DAOs <3 Cardano,26594,4.73,5
Fund09,Urban Farmer dApp Phase II,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1WK,4.73,348,55221239,0,109104246,-53883007,NO,175000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421825-48088,421825,"F9: Dapps, Products & Integrations",26595,4.73,5
Fund09,WAL-API Identity Wallet Service,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0vM,4.73,288,49954912,0,21093326,28861586,YES,4950,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419570-48088,419570,F9: Developer Ecosystem,26597,4.73,5
Fund09,WAL-CLI Issue Credential Protocol,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0vR,4.73,243,55673612,0,17305005,38368607,YES,9900,FUNDED,1699928,,USD,https://cardano.ideascale.com/a/dtd/419575-48088,419575,"F9: Dapps, Products & Integrations",26595,4.73,5
Fund09,Cardano developer club in Uni,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzro,4.72,357,64822472,0,25454026,39368446,YES,44550,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/415632-48088,415632,F9: Developer Ecosystem,26597,4.72,23
Fund09,Cardano developer courseware in Uni,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0WE,4.72,349,62484844,0,25980942,36503902,YES,46120,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418098-48088,418098,F9: Developer Ecosystem,26597,4.72,20
Fund09,Swahili Learn to Earn,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0Yl,4.72,348,52446634,0,22212097,30234537,YES,38200,FUNDED,42365,,USD,https://cardano.ideascale.com/a/dtd/418252-48088,418252,"F9: Grow Africa, Grow Cardano",26600,4.72,13
Fund09,Catalyst Proposal Assistant [SDA],"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Ht,4.72,274,29514234,0,38132565,-8618331,NO,13110,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420944-48088,420944,"F9: Dapps, Products & Integrations",26595,4.72,6
