Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Ccy,URL,proposal_id,Funding category,challenge_id,Rating,No. Assessments
Fund09,Oura v2,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1iS,4.72,568,195603836,0,22647587,172956249,YES,44640,FUNDED,711560,,USD,https://cardano.ideascale.com/a/dtd/422504-48088,422504,F9: Developer Ecosystem,26597,4.72,6
Fund09,Parcel Delivery dApp [MVP only],"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0D6,4.72,296,45326788,0,34734461,10592327,YES,22000,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416992-48088,416992,"F9: Dapps, Products & Integrations",26595,4.72,6
Fund09,Wada Web3 Education DAO Valuation,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB1ai,4.72,345,70954189,0,20312770,50641419,YES,30000,FUNDED,59207,,USD,https://cardano.ideascale.com/a/dtd/422031-48088,422031,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.72,6
Fund09,Workshop 4-days in Angola,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1Vt,4.72,256,43110838,0,24265497,18845341,YES,22946,NOT FUNDED,4865,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421798-48088,421798,"F9: Grow Africa, Grow Cardano",26600,4.72,6
Fund09,Plutus Video Sub for Vietnam Devs,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzRs,4.71,318,58563187,0,26341904,32221283,YES,13900,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414111-48088,414111,F9: Developer Ecosystem,26597,4.71,21
Fund09,Catalyst For Full-Time Speculators,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB01O,4.71,265,51330475,0,34978405,16352070,YES,11484,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419938-48088,419938,"F9: Grow East Asia, Grow Cardano",26602,4.71,17
Fund09,CNFT Community in Asian Community,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0Pi,4.71,508,256763048,0,36948581,219814467,YES,31500,FUNDED,218500,,USD,https://cardano.ideascale.com/a/dtd/417700-48088,417700,"F9: Grow East Asia, Grow Cardano",26602,4.71,15
Fund09,LATAM TRANSLATION HOUSE,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0t5,4.71,316,64954538,0,23806945,41147593,YES,9900,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419492-48088,419492,F9: Developer Ecosystem,26597,4.71,8
Fund09,Anonymity & data control w ZEKE (3),"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Kz,4.71,282,42463266,0,106821032,-64357766,NO,110000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417412-48088,417412,"F9: Dapps, Products & Integrations",26595,4.71,7
Fund09,App-to-Cardano Wallet Open Protocol,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0es,4.71,297,51809795,0,19976680,31833115,YES,18400,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418564-48088,418564,F9: Developer Ecosystem,26597,4.71,7
Fund09,Asia Stakepool Alliance,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1Lc,4.71,339,63548298,0,31133291,32415007,YES,36910,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421171-48088,421171,"F9: Grow East Asia, Grow Cardano",26602,4.71,7
Fund09,LATAM TownHall,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1cf,4.71,593,101051335,0,14846352,86204983,YES,27000,NOT FUNDED,6280,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422150-48088,422150,F9: DAOs <3 Cardano,26594,4.71,7
Fund09,Multi-hop swaps for more liquidity,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1bd,4.71,459,73862981,0,99163723,-25300742,NO,29400,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422087-48088,422087,"F9: Dapps, Products & Integrations",26595,4.71,7
Fund09,Plutus for Nigerian Universities,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0bH,4.71,326,54113867,0,25410725,28703142,YES,22500,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418345-48088,418345,F9: Developer Ecosystem,26597,4.71,7
Fund09,Unreal Engine Integration,Building (on) Blockfrost,https://app.ideascale.com/t/UM5UZB1FQ,4.71,827,161663743,0,20577958,141085785,YES,13500,NOT FUNDED,0,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420794-48088,420794,F9: Building (on) Blockfrost,26603,4.71,7
Fund09,Growing The African Tertiary Sector,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBzgR,4.7,251,40764744,0,22483247,18281497,YES,17600,NOT FUNDED,4865,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414939-48088,414939,"F9: Grow Africa, Grow Cardano",26600,4.7,19
Fund09,Cardano4Climate Africa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0t6,4.7,396,47332867,0,32064866,15268001,YES,14500,NOT FUNDED,4865,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419493-48088,419493,"F9: Grow Africa, Grow Cardano",26600,4.7,18
Fund09,Ledger Live Integration #2,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1ox,4.7,879,287006607,0,42752770,244253837,YES,330000,FUNDED,7205000,,USD,https://cardano.ideascale.com/a/dtd/422900-48088,422900,"F9: Dapps, Products & Integrations",26595,4.7,10
Fund09,MLabs - Plutarch v2,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzQ7,4.7,558,181271546,0,17391962,163879584,YES,73040,FUNDED,638520,,USD,https://cardano.ideascale.com/a/dtd/414065-48088,414065,F9: Developer Ecosystem,26597,4.7,10
Fund09,Catalyst Swarm - After Town Hall,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1U6,4.7,271,34873641,0,94107805,-59234164,NO,47000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421750-48088,421750,F9: Developer Ecosystem,26597,4.7,9
Fund09,References for dRep,dRep improvement and onboarding,https://app.ideascale.com/t/UM5UZB1Rt,4.7,272,50016277,0,8177104,41839173,YES,15000,NOT FUNDED,9540,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421554-48088,421554,F9: dRep improvement and onboarding,26601,4.7,9
Fund09,Support dRep Japan and Vietnam,dRep improvement and onboarding,https://app.ideascale.com/t/UM5UZBzh1,4.69,360,123170397,0,6409529,116760868,YES,14500,FUNDED,72440,,USD,https://cardano.ideascale.com/a/dtd/415035-48088,415035,F9: dRep improvement and onboarding,26601,4.69,12
Fund09,Tre Viet - VN support channel,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBzfN,4.68,271,45667253,0,32568075,13099178,YES,9950,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414874-48088,414874,"F9: Grow East Asia, Grow Cardano",26602,4.68,24
Fund09,Ethereum and Cardano Web3 Wallet,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZB0wa,4.67,2572,342419677,0,89591799,252827878,YES,97600,FUNDED,131950,,USD,https://cardano.ideascale.com/a/dtd/419644-48088,419644,F9: The Great Migration (from Ethereum),26593,4.67,21
Fund09,Catalyst tournament,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB0jX,4.67,561,113436019,0,18344572,95091447,YES,5000,FUNDED,95000,,USD,https://cardano.ideascale.com/a/dtd/418849-48088,418849,F9: Challenge & Scouted for Students🎓,26599,4.67,20
Fund09,AI lawyer on Cardano - Profila/HSLU,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZBz59,4.67,741,117565848,0,27107334,90458514,YES,78000,FUNDED,243643,,USD,https://cardano.ideascale.com/a/dtd/416507-48088,416507,F9: Legal & Financial Implementations,26596,4.67,17
Fund09,Add Junior Developers to Ecosystem,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1am,4.67,259,37598379,0,25149630,12448749,YES,31000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422035-48088,422035,F9: Developer Ecosystem,26597,4.67,10
Fund09,Africa Stakepool Alliance,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1L2,4.67,334,47079323,0,26186371,20892952,YES,36910,NOT FUNDED,4865,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421197-48088,421197,"F9: Grow Africa, Grow Cardano",26600,4.67,10
Fund09,Chatbot AI for Project Catalyst,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Sg,4.67,286,72268214,0,105363331,-33095117,NO,40124,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421602-48088,421602,"F9: Dapps, Products & Integrations",26595,4.67,10
Fund09,BORA: Empower Tomorrow’s Leaders,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB0as,4.67,484,86081114,0,16982407,69098707,YES,44000,NOT FUNDED,6280,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418320-48088,418320,F9: DAOs <3 Cardano,26594,4.67,9
Fund09,Off-chain SC interaction tooling,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1oJ,4.67,461,83726578,0,21116717,62609861,YES,71250,NOT FUNDED,49360,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422861-48088,422861,F9: Developer Ecosystem,26597,4.67,9
Fund09,AMA with Cross-Chain Communities,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0Ay,4.67,244,35893121,0,22725843,13167278,YES,3420,FUNDED,5015,,USD,https://cardano.ideascale.com/a/dtd/416801-48088,416801,F9: Cross-Chain Collaboration,26598,4.67,8
Fund09,Caricatures 4 Africa,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1HQ,4.67,203,35478247,0,23532230,11946017,YES,10500,NOT FUNDED,4865,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420916-48088,420916,"F9: Grow Africa, Grow Cardano",26600,4.67,8
Fund09,Enable any webapps to use PRISM,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzUH,4.67,369,53267747,0,19073868,34193879,YES,80500,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414258-48088,414258,F9: Developer Ecosystem,26597,4.67,8
Fund09,Imani Web3 Legal Services Portal,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZB1jD,4.67,426,59603871,0,26286145,33317726,YES,50000,NOT FUNDED,8659,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422550-48088,422550,F9: Legal & Financial Implementations,26596,4.67,8
Fund09,ADA Bug Bounty Website,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0h4,4.67,368,109043335,0,36643779,72399556,YES,55100,FUNDED,3844228,,USD,https://cardano.ideascale.com/a/dtd/418759-48088,418759,"F9: Dapps, Products & Integrations",26595,4.67,7
Fund09,Food Traceability by Cardano,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1jN,4.67,314,40415680,0,34806254,5609426,YES,35100,NOT FUNDED,3171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422560-48088,422560,"F9: Dapps, Products & Integrations",26595,4.67,7
Fund09,"Koios Extensions - Utilities, Bots",Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0BR,4.67,316,69713437,0,25567088,44146349,YES,60000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416830-48088,416830,F9: Developer Ecosystem,26597,4.67,7
Fund09,Sharing liquidity between DEXs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1a9,4.67,536,71779835,0,100067414,-28287579,NO,52000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422058-48088,422058,"F9: Dapps, Products & Integrations",26595,4.67,7
Fund09,Supply Chain 4 Legal Cannabis/Hemp,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1F4,4.67,266,26103660,0,107500029,-81396369,NO,115000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420833-48088,420833,"F9: Dapps, Products & Integrations",26595,4.67,7
Fund09,Agricultural sustainability index,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0YB,4.67,267,25977213,0,106076088,-80098875,NO,91200,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418217-48088,418217,"F9: Dapps, Products & Integrations",26595,4.67,6
Fund09,Citizen Assemblies for Democracy,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0HY,4.67,287,30513412,0,103630501,-73117089,NO,50000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417203-48088,417203,"F9: Dapps, Products & Integrations",26595,4.67,6
Fund09,Global Cannabis Listing Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB01b,4.67,281,30672589,0,110801089,-80128500,NO,105000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419950-48088,419950,"F9: Dapps, Products & Integrations",26595,4.67,6
Fund09,Impact Measurement For Businesses,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB1SD,4.67,303,51456930,0,19399770,32057160,YES,15000,FUNDED,6257,,USD,https://cardano.ideascale.com/a/dtd/421574-48088,421574,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.67,6
Fund09,L-Earning Bazaar: Platform Building,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Fy,4.67,455,174335544,0,110005370,64330174,YES,80000,FUNDED,3176978,,USD,https://cardano.ideascale.com/a/dtd/420827-48088,420827,"F9: Dapps, Products & Integrations",26595,4.67,6
Fund09,MLabs - Cardano Throughput Solution,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1gY,4.67,424,151767511,0,20963503,130804008,YES,81200,FUNDED,375520,,USD,https://cardano.ideascale.com/a/dtd/422388-48088,422388,F9: Developer Ecosystem,26597,4.67,6
Fund09,Open Smart Contract Library,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzz0,4.67,366,60141802,0,22050214,38091588,YES,14650,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416132-48088,416132,F9: Developer Ecosystem,26597,4.67,6
Fund09,Sustainable Ecosystem Hub,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0uO,4.67,272,26344369,0,35512373,-9168004,NO,14820,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419511-48088,419511,"F9: Dapps, Products & Integrations",26595,4.67,6
Fund09,Cardano DAO Dashboard,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1aF,4.67,626,113451231,0,9804374,103646857,YES,12500,FUNDED,327280,,USD,https://cardano.ideascale.com/a/dtd/422003-48088,422003,F9: DAOs <3 Cardano,26594,4.67,5
Fund09,Cardano Stand @ PROMOTE Conf 2024,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0WK,4.67,223,35118085,0,12655689,22462396,YES,24000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418104-48088,418104,F9: Developer Ecosystem,26597,4.67,5
Fund09,Cardano Virtual Experiences Toolbox,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1oC,4.67,246,33665386,0,113990380,-80324994,NO,149700,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422854-48088,422854,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Custom AI tools & growth paths,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1DO,4.67,274,43431148,0,113854685,-70423537,NO,234000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420670-48088,420670,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,DAO-NET: Voting Wallet Integration,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1b2,4.67,238,24997018,0,102391190,-77394172,NO,30000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422112-48088,422112,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,DCOne Crypto,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzWs,4.67,233,42315380,0,24702012,17613368,YES,30300,FUNDED,30491,,USD,https://cardano.ideascale.com/a/dtd/414416-48088,414416,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Environmental Oracle,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0RL,4.67,303,40266901,0,41210184,-943283,NO,138000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417800-48088,417800,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Katiopa NFArt - NFCraft Marketplace,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBzfg,4.67,187,31021489,0,26795193,4226296,YES,45000,NOT FUNDED,415,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414892-48088,414892,"F9: Grow Africa, Grow Cardano",26600,4.67,5
Fund09,L-Earning Bazaar: Web3 Integration,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1M7,4.67,426,194188982,0,42400639,151788343,YES,80000,FUNDED,5494500,,USD,https://cardano.ideascale.com/a/dtd/421263-48088,421263,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,MULTIPLE THE VALUE OF $220B MARKET,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0ID,4.67,272,24971928,0,50920597,-25948669,NO,101899,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417243-48088,417243,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,PlayerMint: Web 3.0 Arcade,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzhf,4.67,289,33700354,0,107522527,-73822173,NO,85000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415013-48088,415013,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Profila privacy ledger - 3dP access,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0JB,4.67,283,28945132,0,109532540,-80587408,NO,97000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417302-48088,417302,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Startverse-Metaverse for Startups,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzfL,4.67,259,31921274,0,116337297,-84416023,NO,100000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414872-48088,414872,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,TaChiKu: Deepfake NFTs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Fj,4.67,230,18837534,0,47545228,-28707694,NO,95350,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420812-48088,420812,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Trust-less non-custodial L2 NFT DEX,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Sn,4.67,279,55568170,0,118331808,-62763638,NO,264600,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421609-48088,421609,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Web3 Marketing Campaigns Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Le,4.67,230,33659377,0,107021787,-73362410,NO,49800,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421173-48088,421173,"F9: Dapps, Products & Integrations",26595,4.67,5
Fund09,Open dApp Framework,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Jd,4.67,260,113869649,0,19098140,94771509,YES,6520,FUNDED,4622495,,USD,https://cardano.ideascale.com/a/dtd/421050-48088,421050,"F9: Dapps, Products & Integrations",26595,4.67,4
Fund09,"Service Marketplace for Japan, VN","Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBz5I,4.65,343,129850098,0,33931703,95918395,YES,24150,FUNDED,115888,,USD,https://cardano.ideascale.com/a/dtd/416455-48088,416455,"F9: Grow East Asia, Grow Cardano",26602,4.65,25
Fund09,Seniors Ideate,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0tN,4.65,239,29355777,0,21594223,7761554,YES,22212,NOT FUNDED,415,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419449-48088,419449,"F9: Grow Africa, Grow Cardano",26600,4.65,20
Fund09,Cardano pre-hub in Philippines,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1qy,4.65,329,58676104,0,31054504,27621600,YES,35000,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/423023-48088,423023,"F9: Grow East Asia, Grow Cardano",26602,4.65,18
Fund09,2min English-Vietnamese Crypto Dict,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1lS,4.65,224,33698982,0,35545987,-1847005,NO,17150,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422687-48088,422687,"F9: Grow East Asia, Grow Cardano",26602,4.65,17
Fund09,2 minutes Crypto Dict for Japanese,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0Lh,4.63,257,57227663,0,20891037,36336626,YES,21800,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417455-48088,417455,"F9: Grow East Asia, Grow Cardano",26602,4.64,25
Fund09,Accounting Reporting France,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZBzXg,4.63,408,93985896,0,22333439,71652457,YES,11200,FUNDED,155743,,USD,https://cardano.ideascale.com/a/dtd/414465-48088,414465,F9: Legal & Financial Implementations,26596,4.64,12
Fund09,Attract ETH NFT Projects & Talent,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZB0Vk,4.63,1152,140842515,0,31504813,109337702,YES,28837,NOT FUNDED,5630,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418068-48088,418068,F9: The Great Migration (from Ethereum),26593,4.63,10
Fund09,Innovatio Cross-Chain ADA-AVAX-DOT,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0g2,4.63,445,72223381,0,26206420,46016961,YES,53600,FUNDED,59564,,USD,https://cardano.ideascale.com/a/dtd/418696-48088,418696,F9: Cross-Chain Collaboration,26598,4.63,10
Fund09,TapTools: All-In-One Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1dx,4.63,561,120366570,0,101371101,18995469,YES,184400,FUNDED,128223,,USD,https://cardano.ideascale.com/a/dtd/422229-48088,422229,"F9: Dapps, Products & Integrations",26595,4.63,10
Fund09,Kelley: Cardano k8s Operators,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1j5,4.63,359,51119898,0,25365688,25754210,YES,64560,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422603-48088,422603,F9: Developer Ecosystem,26597,4.63,9
Fund09,Making developers into businesses,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzQN,4.63,223,18654686,0,26807598,-8152912,NO,16000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414020-48088,414020,F9: Developer Ecosystem,26597,4.63,9
Fund09,Building Profitable Cardano Hubs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzOv,4.62,273,40201658,0,100948326,-60746668,NO,45299,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/413931-48088,413931,"F9: Dapps, Products & Integrations",26595,4.62,37
Fund09,Bringing MMORPG Gaming to Cardano!,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzTx,4.62,273,37223814,0,34926983,2296831,NO,25000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414238-48088,414238,"F9: Dapps, Products & Integrations",26595,4.62,13
Fund09,Accelerator: Cardano Startups,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1Xf,4.62,317,51409811,0,26435295,24974516,YES,100000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421906-48088,421906,F9: Developer Ecosystem,26597,4.62,8
Fund09,Battle Borgz P2E Game - Phase 2,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0u8,4.62,273,43469487,0,35947944,7521543,YES,31000,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419556-48088,419556,"F9: Dapps, Products & Integrations",26595,4.62,8
Fund09,Build a Court System Oracle,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0UI,4.62,295,50914970,0,107211161,-56296191,NO,198200,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417980-48088,417980,"F9: Dapps, Products & Integrations",26595,4.62,8
Fund09,everCrypt DAO|Basic Income Protocol,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0kv,4.62,296,39985971,0,39909705,76266,NO,164249,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418933-48088,418933,F9: Cross-Chain Collaboration,26598,4.62,8
Fund09,GIMBALABS TREASURY FOR TUTORS,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0Fj,4.62,311,39628521,0,22364227,17264294,YES,8640,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417091-48088,417091,F9: Developer Ecosystem,26597,4.62,8
Fund09,Custom Jewelry NFT Certificates,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB088,4.62,225,30203772,0,35869581,-5665809,NO,38802,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420410-48088,420410,"F9: Dapps, Products & Integrations",26595,4.62,7
Fund09,Developers Hackaton Stories,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0r2,4.62,284,38496465,0,23612790,14883675,YES,5780,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419367-48088,419367,F9: Developer Ecosystem,26597,4.62,7
Fund09,Innovation Fund Research - Roles,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1rG,4.62,446,71285832,0,20968238,50317594,YES,45220,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/423041-48088,423041,F9: DAOs <3 Cardano,26594,4.62,7
Fund09,NFT 4 customer feedback - creators,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0I6,4.62,225,21826849,0,109502216,-87675367,NO,122500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417297-48088,417297,"F9: Dapps, Products & Integrations",26595,4.62,7
Fund09,Scale-up Africa’s Community Hubs,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBzQs,4.62,231,38940009,0,19446243,19493766,YES,19800,NOT FUNDED,4865,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414050-48088,414050,"F9: Grow Africa, Grow Cardano",26600,4.62,7
